asset_id,failure_event_id,event_date,downtime_hours,truck_roll_cost,repair_cost,estimated_customers_impacted,estimated_revenue_loss,sla_breach_flag,notes
GEN_0545,FAIL_002547,2023-12-16,5.91,146.2,782.64,12,1727.86,0,Synthetic business impact estimate
GEN_0545,FAIL_002548,2024-03-17,4.68,123.07,907.38,22,2169.36,0,Synthetic business impact estimate
GEN_0545,FAIL_002549,2024-09-01,4.0,142.38,1312.79,30,4399.1,0,Synthetic business impact estimate
GEN_0545,FAIL_002550,2025-03-09,5.98,186.71,551.16,24,4118.32,0,Synthetic business impact estimate
GEN_0545,FAIL_002551,2025-03-18,9.1,203.41,1522.59,26,8738.78,1,Synthetic business impact estimate
GEN_0546,FAIL_002552,2024-04-22,7.34,192.48,1004.61,23,5155.23,1,Synthetic business impact estimate
GEN_0546,FAIL_002553,2024-08-27,4.05,103.98,577.41,14,1132.69,0,Synthetic business impact estimate
GEN_0546,FAIL_002554,2025-03-31,7.96,164.61,1264.27,20,4511.42,1,Synthetic business impact estimate
GEN_0546,FAIL_002555,2025-04-25,4.8,151.76,1332.82,5,1003.23,0,Synthetic business impact estimate
GEN_0546,FAIL_002556,2025-08-21,8.14,120.36,582.8,28,4963.69,1,Synthetic business impact estimate
GEN_0546,FAIL_002557,2025-08-28,9.17,214.52,1274.89,22,4250.99,1,Synthetic business impact estimate
GEN_0548,FAIL_002558,2024-01-09,5.82,173.64,1090.88,3,498.2,0,Synthetic business impact estimate
GEN_0548,FAIL_002559,2025-09-24,4.76,168.57,645.0,15,1463.13,0,Synthetic business impact estimate
GEN_0549,FAIL_002560,2024-02-05,5.92,230.66,421.6,3,366.11,0,Synthetic business impact estimate
GEN_0549,FAIL_002561,2025-07-06,9.3,240.29,1428.13,3,605.67,0,Synthetic business impact estimate
GEN_0549,FAIL_002562,2025-10-01,12.47,249.4,1469.76,20,9998.53,0,Synthetic business impact estimate
GEN_0549,FAIL_002563,2025-10-01,10.05,198.43,458.15,9,1952.02,0,Synthetic business impact estimate
GEN_0550,FAIL_002564,2023-05-01,7.76,209.97,1025.0,18,3141.31,0,Synthetic business impact estimate
GEN_0550,FAIL_002565,2023-05-02,7.78,139.07,1164.21,6,1229.86,0,Synthetic business impact estimate
GEN_0550,FAIL_002566,2023-05-24,7.34,229.27,857.05,13,2831.86,0,Synthetic business impact estimate
GEN_0550,FAIL_002567,2023-11-23,9.65,196.72,1631.0,4,771.64,0,Synthetic business impact estimate
GEN_0550,FAIL_002568,2023-11-29,5.43,215.93,1111.01,13,1749.0,0,Synthetic business impact estimate
GEN_0550,FAIL_002569,2025-09-19,6.11,236.37,1101.5,9,2075.53,0,Synthetic business impact estimate
GEN_0550,FAIL_002570,2025-12-30,11.28,203.5,1364.83,11,5171.94,0,Synthetic business impact estimate
GEN_0551,FAIL_002571,2024-01-13,5.39,157.57,594.96,20,3593.78,0,Synthetic business impact estimate
GEN_0551,FAIL_002572,2024-11-27,12.5,207.69,826.21,22,10841.15,1,Synthetic business impact estimate
GEN_0551,FAIL_002573,2025-03-18,8.16,179.61,1615.63,26,7001.9,1,Synthetic business impact estimate
GEN_0551,FAIL_002574,2025-03-23,9.73,195.36,1170.38,5,1403.91,1,Synthetic business impact estimate
GEN_0552,FAIL_002575,2023-04-16,4.63,187.82,1825.87,30,4570.36,0,Synthetic business impact estimate
GEN_0552,FAIL_002576,2023-05-02,10.18,168.4,1248.82,31,12873.26,1,Synthetic business impact estimate
GEN_0552,FAIL_002577,2023-08-27,5.22,160.58,801.75,8,1236.52,0,Synthetic business impact estimate
GEN_0552,FAIL_002578,2025-02-08,7.51,124.35,887.41,29,9081.71,1,Synthetic business impact estimate
GEN_0552,FAIL_002579,2025-05-25,3.81,181.75,922.26,24,3053.71,0,Synthetic business impact estimate
GEN_0553,FAIL_002580,2023-03-28,1.0,126.77,1486.68,25,624.35,0,Synthetic business impact estimate
GEN_0553,FAIL_002581,2023-06-26,4.97,148.29,1457.19,21,2461.35,0,Synthetic business impact estimate
GEN_0553,FAIL_002582,2023-09-12,6.38,293.63,744.3,22,4737.56,1,Synthetic business impact estimate
GEN_0553,FAIL_002583,2024-12-25,9.87,93.05,1326.79,11,3499.73,1,Synthetic business impact estimate
GEN_0554,FAIL_002584,2024-03-06,8.07,98.33,382.03,9,1429.37,0,Synthetic business impact estimate
GEN_0554,FAIL_002585,2024-04-07,3.58,240.36,1173.84,23,1697.61,0,Synthetic business impact estimate
GEN_0554,FAIL_002586,2025-01-26,6.37,231.61,975.71,4,570.83,0,Synthetic business impact estimate
GEN_0555,FAIL_002587,2023-02-15,4.7,171.28,1087.92,17,1439.94,0,Synthetic business impact estimate
GEN_0555,FAIL_002588,2023-04-04,5.34,157.6,912.25,8,1150.65,0,Synthetic business impact estimate
GEN_0555,FAIL_002589,2023-05-22,4.99,157.27,885.23,23,2713.2,0,Synthetic business impact estimate
GEN_0555,FAIL_002590,2025-09-24,5.22,211.62,324.49,29,3740.11,0,Synthetic business impact estimate
GEN_0556,FAIL_002591,2023-11-20,7.32,206.65,1621.64,15,3482.37,0,Synthetic business impact estimate
GEN_0556,FAIL_002592,2024-03-14,6.79,214.7,826.53,21,3696.53,0,Synthetic business impact estimate
GEN_0556,FAIL_002593,2024-05-24,8.69,121.82,1114.28,6,1064.37,0,Synthetic business impact estimate
GEN_0556,FAIL_002594,2024-05-25,8.22,203.36,1516.34,7,1929.93,0,Synthetic business impact estimate
GEN_0556,FAIL_002595,2024-06-25,4.16,141.92,730.44,17,2509.08,0,Synthetic business impact estimate
GEN_0556,FAIL_002596,2025-06-20,6.44,149.29,844.12,23,4029.1,0,Synthetic business impact estimate
GEN_0556,FAIL_002597,2025-10-05,3.89,191.06,772.91,3,482.08,0,Synthetic business impact estimate
GEN_0556,FAIL_002598,2025-10-14,6.35,203.5,388.14,3,576.95,0,Synthetic business impact estimate
GEN_0557,FAIL_002599,2023-03-02,5.32,116.12,999.02,3,296.35,0,Synthetic business impact estimate
GEN_0557,FAIL_002600,2023-08-13,13.14,174.57,1468.14,4,2018.48,0,Synthetic business impact estimate
GEN_0557,FAIL_002601,2023-08-18,8.5,160.24,590.91,20,3664.01,0,Synthetic business impact estimate
GEN_0557,FAIL_002602,2023-12-14,4.29,172.22,739.79,3,432.74,0,Synthetic business impact estimate
GEN_0557,FAIL_002603,2025-03-23,3.21,152.32,710.36,3,349.64,0,Synthetic business impact estimate
GEN_0557,FAIL_002604,2025-03-28,3.06,205.4,631.47,12,728.27,0,Synthetic business impact estimate
GEN_0558,FAIL_002605,2023-04-18,3.36,139.1,479.11,27,2400.98,0,Synthetic business impact estimate
GEN_0558,FAIL_002606,2023-05-13,6.06,124.05,1125.95,16,3107.98,1,Synthetic business impact estimate
GEN_0558,FAIL_002607,2023-10-02,1.7,164.73,643.71,9,533.29,0,Synthetic business impact estimate
GEN_0558,FAIL_002608,2025-05-03,5.9,215.69,796.94,21,3701.72,0,Synthetic business impact estimate
GEN_0559,FAIL_002609,2023-07-03,9.45,187.79,795.95,4,778.61,0,Synthetic business impact estimate
GEN_0559,FAIL_002610,2023-11-25,9.67,277.74,1401.59,3,1182.61,0,Synthetic business impact estimate
GEN_0559,FAIL_002611,2024-05-05,6.66,172.15,1277.91,20,2489.22,0,Synthetic business impact estimate
GEN_0559,FAIL_002612,2024-07-17,7.11,164.67,931.44,10,2158.89,0,Synthetic business impact estimate
GEN_0559,FAIL_002613,2025-01-13,8.88,122.25,2421.27,3,843.33,0,Synthetic business impact estimate
GEN_0559,FAIL_002614,2025-03-24,5.51,141.02,494.61,7,998.34,0,Synthetic business impact estimate
GEN_0559,FAIL_002615,2025-07-30,7.6,107.74,813.31,8,1621.57,0,Synthetic business impact estimate
GEN_0560,FAIL_002616,2024-01-06,8.99,142.82,564.53,27,5911.58,0,Synthetic business impact estimate
GEN_0560,FAIL_002617,2025-01-04,1.75,214.48,1662.07,11,635.92,0,Synthetic business impact estimate
GEN_0560,FAIL_002618,2025-01-31,5.01,246.07,1097.07,8,1234.51,0,Synthetic business impact estimate
GEN_0561,FAIL_002619,2023-12-06,6.15,116.76,1676.91,27,6303.42,1,Synthetic business impact estimate
GEN_0561,FAIL_002620,2024-08-27,10.31,271.26,1277.87,25,9572.46,1,Synthetic business impact estimate
GEN_0561,FAIL_002621,2024-10-10,2.62,133.34,1011.58,23,2119.04,0,Synthetic business impact estimate
GEN_0561,FAIL_002622,2025-01-18,8.58,86.95,1892.91,28,6987.54,1,Synthetic business impact estimate
GEN_0561,FAIL_002623,2025-06-03,6.2,123.49,613.28,18,3102.98,1,Synthetic business impact estimate
GEN_0561,FAIL_002624,2025-09-11,2.16,185.83,454.17,27,2451.53,0,Synthetic business impact estimate
GEN_0561,FAIL_002625,2025-10-27,1.0,159.38,795.16,9,220.38,0,Synthetic business impact estimate
GEN_0561,FAIL_002626,2025-12-02,7.26,195.24,1280.16,23,3353.35,1,Synthetic business impact estimate
GEN_0562,FAIL_002627,2023-09-23,9.5,223.75,1363.36,14,2521.19,0,Synthetic business impact estimate
GEN_0562,FAIL_002628,2024-02-01,13.01,202.47,1429.4,8,4272.17,0,Synthetic business impact estimate
GEN_0562,FAIL_002629,2025-07-11,8.06,227.0,775.32,10,3004.07,0,Synthetic business impact estimate
GEN_0563,FAIL_002630,2023-10-22,9.58,193.48,1395.34,3,925.53,0,Synthetic business impact estimate
GEN_0563,FAIL_002631,2023-12-27,9.06,154.16,1136.44,10,2100.37,0,Synthetic business impact estimate
GEN_0563,FAIL_002632,2024-06-03,4.87,163.78,948.64,9,810.87,0,Synthetic business impact estimate
GEN_0563,FAIL_002633,2024-06-17,2.67,157.27,744.19,15,1390.53,0,Synthetic business impact estimate
GEN_0563,FAIL_002634,2025-12-26,6.3,216.25,1711.81,16,2788.29,0,Synthetic business impact estimate
GEN_0564,FAIL_002635,2023-07-03,4.18,176.8,849.72,16,2312.55,0,Synthetic business impact estimate
GEN_0564,FAIL_002636,2024-09-21,7.68,147.43,1968.19,3,609.99,0,Synthetic business impact estimate
GEN_0565,FAIL_002637,2023-04-06,5.05,172.58,757.76,3,508.91,0,Synthetic business impact estimate
GEN_0565,FAIL_002638,2024-04-16,3.68,209.75,746.2,13,2000.29,0,Synthetic business impact estimate
GEN_0565,FAIL_002639,2024-05-10,5.73,170.28,1009.95,13,2561.88,0,Synthetic business impact estimate
GEN_0565,FAIL_002640,2024-07-13,10.69,159.03,1134.92,30,13178.94,1,Synthetic business impact estimate
GEN_0565,FAIL_002641,2024-07-25,11.71,255.38,1359.87,14,4255.33,1,Synthetic business impact estimate
GEN_0566,FAIL_002642,2023-04-29,5.55,160.06,952.88,11,1747.16,0,Synthetic business impact estimate
GEN_0566,FAIL_002643,2025-03-09,10.58,188.51,1009.08,25,8226.39,1,Synthetic business impact estimate
GEN_0566,FAIL_002644,2025-08-07,7.18,272.96,849.92,12,2349.78,1,Synthetic business impact estimate
GEN_0567,FAIL_002645,2023-11-24,10.86,148.77,1787.42,32,6410.32,1,Synthetic business impact estimate
GEN_0567,FAIL_002646,2024-02-18,6.67,123.63,1206.21,31,7173.87,1,Synthetic business impact estimate
GEN_0567,FAIL_002647,2024-05-11,12.02,196.89,1348.86,37,8438.76,1,Synthetic business impact estimate
GEN_0567,FAIL_002648,2024-05-14,4.66,251.86,583.53,24,3388.72,0,Synthetic business impact estimate
GEN_0567,FAIL_002649,2024-10-24,3.61,216.39,863.49,28,3614.01,0,Synthetic business impact estimate
GEN_0567,FAIL_002650,2025-05-19,10.74,119.92,2203.22,13,3576.03,1,Synthetic business impact estimate
GEN_0568,FAIL_002651,2023-03-20,4.18,203.82,785.74,3,313.87,0,Synthetic business impact estimate
GEN_0568,FAIL_002652,2023-10-24,4.39,160.98,1209.84,6,979.67,0,Synthetic business impact estimate
GEN_0568,FAIL_002653,2024-05-19,4.82,201.06,921.8,3,483.92,0,Synthetic business impact estimate
GEN_0568,FAIL_002654,2024-08-19,8.39,273.76,1752.05,3,866.38,0,Synthetic business impact estimate
GEN_0568,FAIL_002655,2025-03-25,3.42,241.2,742.8,25,3075.47,0,Synthetic business impact estimate
GEN_0569,FAIL_002656,2023-04-24,5.25,162.09,932.94,5,1069.0,0,Synthetic business impact estimate
GEN_0570,FAIL_002657,2023-07-01,9.65,216.83,585.66,13,5030.87,0,Synthetic business impact estimate
GEN_0570,FAIL_002658,2023-10-14,6.29,223.34,1427.68,11,1823.92,0,Synthetic business impact estimate
GEN_0570,FAIL_002659,2024-09-02,10.58,143.38,1316.19,3,674.71,0,Synthetic business impact estimate
GEN_0570,FAIL_002660,2024-09-05,8.38,231.73,1618.62,3,601.65,0,Synthetic business impact estimate
GEN_0570,FAIL_002661,2024-11-21,11.79,190.85,1669.22,17,4267.25,0,Synthetic business impact estimate
GEN_0570,FAIL_002662,2024-12-01,6.96,146.31,988.71,14,2692.54,0,Synthetic business impact estimate
GEN_0570,FAIL_002663,2024-12-13,11.99,134.66,1866.4,5,2239.56,0,Synthetic business impact estimate
GEN_0570,FAIL_002664,2025-03-09,1.0,194.52,505.85,11,425.3,0,Synthetic business impact estimate
GEN_0570,FAIL_002665,2025-03-24,8.74,288.09,532.45,20,5143.04,0,Synthetic business impact estimate
GEN_0570,FAIL_002666,2025-04-21,4.11,203.19,1378.25,6,633.18,0,Synthetic business impact estimate
GEN_0570,FAIL_002667,2025-10-04,9.93,198.02,1360.62,10,2322.15,0,Synthetic business impact estimate
GEN_0570,FAIL_002668,2025-11-08,9.6,189.16,1668.39,5,1953.43,0,Synthetic business impact estimate
GEN_0571,FAIL_002669,2023-08-16,4.51,154.59,320.76,19,3115.07,0,Synthetic business impact estimate
GEN_0571,FAIL_002670,2023-11-27,3.9,209.14,385.97,31,3127.16,0,Synthetic business impact estimate
GEN_0571,FAIL_002671,2024-07-06,7.12,134.88,1547.37,17,2192.77,1,Synthetic business impact estimate
GEN_0571,FAIL_002672,2024-12-31,5.83,183.9,1386.62,17,2046.38,0,Synthetic business impact estimate
GEN_0571,FAIL_002673,2025-01-01,3.76,231.54,890.1,21,3136.28,0,Synthetic business impact estimate
GEN_0571,FAIL_002674,2025-01-09,7.61,179.18,1051.23,18,4846.61,1,Synthetic business impact estimate
GEN_0571,FAIL_002675,2025-05-07,4.84,154.59,915.69,20,3772.56,0,Synthetic business impact estimate
GEN_0571,FAIL_002676,2025-10-08,8.22,154.55,869.9,19,4755.79,1,Synthetic business impact estimate
GEN_0571,FAIL_002677,2025-10-28,8.17,151.17,1104.34,14,4436.08,1,Synthetic business impact estimate
GEN_0572,FAIL_002678,2023-06-03,1.0,167.72,686.56,23,591.85,0,Synthetic business impact estimate
GEN_0572,FAIL_002679,2024-10-15,7.64,164.19,1103.63,20,3935.83,1,Synthetic business impact estimate
GEN_0573,FAIL_002680,2023-02-26,2.76,146.13,1174.5,10,541.28,0,Synthetic business impact estimate
GEN_0573,FAIL_002681,2023-03-04,3.7,176.38,988.3,7,820.61,0,Synthetic business impact estimate
GEN_0573,FAIL_002682,2023-03-27,10.92,176.79,1671.89,18,7992.6,0,Synthetic business impact estimate
GEN_0573,FAIL_002683,2025-06-06,1.34,154.53,1274.39,11,270.34,0,Synthetic business impact estimate
GEN_0573,FAIL_002684,2025-07-20,4.15,216.24,1336.55,14,1318.67,0,Synthetic business impact estimate
GEN_0574,FAIL_002685,2023-08-18,3.01,152.97,850.71,22,1529.54,0,Synthetic business impact estimate
GEN_0574,FAIL_002686,2025-03-13,5.21,203.0,807.73,17,2514.16,0,Synthetic business impact estimate
GEN_0575,FAIL_002687,2023-03-23,5.08,153.0,220.23,14,2054.26,0,Synthetic business impact estimate
GEN_0575,FAIL_002688,2023-11-01,7.07,171.68,780.1,3,843.23,0,Synthetic business impact estimate
GEN_0575,FAIL_002689,2024-08-30,9.25,175.08,1125.25,11,3915.17,0,Synthetic business impact estimate
GEN_0575,FAIL_002690,2025-06-17,10.21,170.12,1390.57,3,940.72,0,Synthetic business impact estimate
GEN_0576,FAIL_002691,2023-05-13,6.86,235.78,812.41,20,4174.18,1,Synthetic business impact estimate
GEN_0576,FAIL_002692,2025-01-23,11.52,133.73,1752.07,30,9158.76,1,Synthetic business impact estimate
GEN_0576,FAIL_002693,2025-05-30,3.74,173.65,905.72,36,4079.25,0,Synthetic business impact estimate
GEN_0576,FAIL_002694,2025-09-18,2.86,156.68,556.18,25,2778.66,0,Synthetic business impact estimate
GEN_0577,FAIL_002695,2023-04-28,6.62,186.72,931.56,24,6475.49,0,Synthetic business impact estimate
GEN_0577,FAIL_002696,2024-01-09,2.23,103.04,717.18,3,258.45,0,Synthetic business impact estimate
GEN_0577,FAIL_002697,2024-07-31,7.36,160.56,1379.3,6,1806.06,0,Synthetic business impact estimate
GEN_0577,FAIL_002698,2024-11-14,6.35,120.4,1159.85,29,7701.98,0,Synthetic business impact estimate
GEN_0577,FAIL_002699,2025-02-03,8.75,183.61,1187.72,6,1100.77,0,Synthetic business impact estimate
GEN_0577,FAIL_002700,2025-09-16,10.54,107.46,1055.04,9,2297.0,0,Synthetic business impact estimate
GEN_0578,FAIL_002701,2024-07-17,4.3,197.86,937.66,9,923.3,0,Synthetic business impact estimate
GEN_0578,FAIL_002702,2025-04-15,7.7,195.46,1277.0,3,863.78,0,Synthetic business impact estimate
GEN_0579,FAIL_002703,2023-02-11,5.68,80.0,705.3,7,1666.26,0,Synthetic business impact estimate
GEN_0579,FAIL_002704,2024-11-18,4.63,149.11,938.44,3,360.67,0,Synthetic business impact estimate
GEN_0580,FAIL_002705,2024-05-06,10.94,198.51,1472.65,18,8109.95,0,Synthetic business impact estimate
GEN_0580,FAIL_002706,2024-05-22,6.62,224.42,1142.04,8,1267.38,0,Synthetic business impact estimate
GEN_0580,FAIL_002707,2025-05-24,4.77,165.8,708.68,20,3084.45,0,Synthetic business impact estimate
GEN_0580,FAIL_002708,2025-05-29,8.57,174.36,1129.29,10,1647.41,0,Synthetic business impact estimate
GEN_0580,FAIL_002709,2025-05-29,7.99,130.12,1199.14,5,1153.13,0,Synthetic business impact estimate
GEN_0580,FAIL_002710,2025-08-01,1.07,177.38,120.0,20,758.64,0,Synthetic business impact estimate
GEN_0581,FAIL_002711,2024-09-20,2.94,167.18,487.22,3,180.77,0,Synthetic business impact estimate
GEN_0581,FAIL_002712,2025-03-18,14.93,266.05,1526.2,12,6158.96,0,Synthetic business impact estimate
GEN_0581,FAIL_002713,2025-03-25,4.86,175.84,198.61,6,686.85,0,Synthetic business impact estimate
GEN_0581,FAIL_002714,2025-04-12,5.22,170.6,724.36,16,2313.87,0,Synthetic business impact estimate
GEN_0581,FAIL_002715,2025-07-10,6.06,170.53,944.35,20,4418.56,0,Synthetic business impact estimate
GEN_0581,FAIL_002716,2025-08-13,5.54,185.55,945.94,3,473.27,0,Synthetic business impact estimate
GEN_0581,FAIL_002717,2025-10-05,9.25,243.08,1563.01,3,640.46,0,Synthetic business impact estimate
GEN_0582,FAIL_002718,2023-12-07,1.0,215.17,191.45,36,879.93,0,Synthetic business impact estimate
GEN_0582,FAIL_002719,2023-12-18,2.61,178.01,640.56,17,1051.69,0,Synthetic business impact estimate
GEN_0582,FAIL_002720,2024-07-23,3.21,126.93,930.4,20,2603.83,0,Synthetic business impact estimate
GEN_0582,FAIL_002721,2024-08-03,1.0,225.78,1096.48,30,745.82,0,Synthetic business impact estimate
GEN_0582,FAIL_002722,2024-08-11,5.19,192.39,1234.31,21,3279.29,0,Synthetic business impact estimate
GEN_0582,FAIL_002723,2024-11-02,7.62,320.25,1211.87,11,1590.63,1,Synthetic business impact estimate
GEN_0582,FAIL_002724,2025-12-13,6.91,219.19,1020.45,29,6917.3,1,Synthetic business impact estimate
GEN_0583,FAIL_002725,2023-05-14,4.77,170.84,866.03,9,850.73,0,Synthetic business impact estimate
GEN_0583,FAIL_002726,2023-05-26,6.54,155.09,933.41,15,3358.94,0,Synthetic business impact estimate
GEN_0583,FAIL_002727,2023-05-30,2.62,210.11,829.23,13,1027.97,0,Synthetic business impact estimate
GEN_0583,FAIL_002728,2023-08-31,6.86,164.17,661.34,16,4190.79,0,Synthetic business impact estimate
GEN_0583,FAIL_002729,2023-11-28,3.61,172.61,854.19,3,385.38,0,Synthetic business impact estimate
GEN_0583,FAIL_002730,2024-03-19,4.2,160.26,683.25,11,1680.39,0,Synthetic business impact estimate
GEN_0583,FAIL_002731,2025-04-12,2.98,132.53,637.27,6,411.26,0,Synthetic business impact estimate
GEN_0583,FAIL_002732,2025-06-28,12.65,170.64,1076.92,10,4352.41,0,Synthetic business impact estimate
GEN_0583,FAIL_002733,2025-10-14,9.9,132.85,556.91,9,2359.2,0,Synthetic business impact estimate
GEN_0584,FAIL_002734,2023-10-06,3.45,120.83,1150.99,24,1514.95,0,Synthetic business impact estimate
GEN_0584,FAIL_002735,2024-04-20,7.9,83.31,1571.71,19,4626.18,1,Synthetic business impact estimate
GEN_0585,FAIL_002736,2023-08-23,3.55,127.52,570.71,16,1796.86,0,Synthetic business impact estimate
GEN_0585,FAIL_002737,2024-10-18,5.33,164.67,986.16,26,4553.28,0,Synthetic business impact estimate
GEN_0585,FAIL_002738,2024-10-28,12.4,109.91,875.19,31,12590.65,1,Synthetic business impact estimate
GEN_0585,FAIL_002739,2024-10-29,3.64,225.92,1147.28,22,1512.51,0,Synthetic business impact estimate
GEN_0585,FAIL_002740,2025-03-11,5.51,141.36,1471.68,16,2499.44,0,Synthetic business impact estimate
GEN_0585,FAIL_002741,2025-06-04,8.67,217.13,1285.12,33,8132.05,1,Synthetic business impact estimate
GEN_0586,FAIL_002742,2023-07-04,8.92,189.95,1603.28,11,2805.3,0,Synthetic business impact estimate
GEN_0586,FAIL_002743,2023-10-01,9.34,186.41,1190.05,15,4533.77,0,Synthetic business impact estimate
GEN_0586,FAIL_002744,2024-09-27,1.0,236.41,967.32,3,79.69,0,Synthetic business impact estimate
GEN_0586,FAIL_002745,2024-11-04,6.75,168.03,1564.51,3,638.33,0,Synthetic business impact estimate
GEN_0586,FAIL_002746,2025-02-26,8.09,163.24,782.33,17,5612.39,0,Synthetic business impact estimate
GEN_0586,FAIL_002747,2025-08-20,11.33,128.49,2329.32,5,2209.52,0,Synthetic business impact estimate
GEN_0586,FAIL_002748,2025-12-29,3.81,201.82,1526.65,5,410.51,0,Synthetic business impact estimate
GEN_0587,FAIL_002749,2024-01-14,12.08,238.02,2098.26,9,4513.73,0,Synthetic business impact estimate
GEN_0587,FAIL_002750,2024-08-02,4.31,217.84,331.67,14,1178.04,0,Synthetic business impact estimate
GEN_0587,FAIL_002751,2024-09-07,10.47,221.01,349.99,16,4768.55,0,Synthetic business impact estimate
GEN_0587,FAIL_002752,2025-03-14,10.86,195.31,2398.59,23,7248.03,0,Synthetic business impact estimate
GEN_0588,FAIL_002753,2023-04-05,11.07,142.28,1850.54,12,2950.92,0,Synthetic business impact estimate
GEN_0588,FAIL_002754,2023-04-26,6.56,165.15,702.09,7,1470.63,0,Synthetic business impact estimate
GEN_0588,FAIL_002755,2023-05-16,12.65,182.45,1605.1,9,4508.99,0,Synthetic business impact estimate
GEN_0588,FAIL_002756,2023-06-22,6.66,80.0,1535.59,20,4395.68,0,Synthetic business impact estimate
GEN_0588,FAIL_002757,2023-11-17,10.43,116.27,1559.65,9,1925.55,0,Synthetic business impact estimate
GEN_0588,FAIL_002758,2023-12-27,12.43,238.25,1545.88,27,7539.07,0,Synthetic business impact estimate
GEN_0588,FAIL_002759,2024-01-17,9.76,149.69,1758.1,19,5676.02,0,Synthetic business impact estimate
GEN_0588,FAIL_002760,2024-09-18,1.29,192.0,1549.41,3,115.07,0,Synthetic business impact estimate
GEN_0588,FAIL_002761,2024-12-03,7.03,325.68,1228.5,3,469.36,0,Synthetic business impact estimate
GEN_0588,FAIL_002762,2024-12-27,3.68,226.98,614.26,11,1365.58,0,Synthetic business impact estimate
GEN_0588,FAIL_002763,2025-02-01,5.55,153.59,601.11,3,301.11,0,Synthetic business impact estimate
GEN_0588,FAIL_002764,2025-02-11,9.57,149.87,915.44,5,1068.15,0,Synthetic business impact estimate
GEN_0588,FAIL_002765,2025-02-26,2.48,210.08,854.45,4,411.86,0,Synthetic business impact estimate
GEN_0588,FAIL_002766,2025-05-04,12.37,230.47,1142.23,5,1122.45,0,Synthetic business impact estimate
GEN_0588,FAIL_002767,2025-06-05,4.57,184.83,803.06,3,421.37,0,Synthetic business impact estimate
GEN_0589,FAIL_002768,2024-07-23,8.07,179.64,1170.6,18,5622.72,0,Synthetic business impact estimate
GEN_0589,FAIL_002769,2025-02-23,1.87,204.24,730.93,9,513.74,0,Synthetic business impact estimate
GEN_0589,FAIL_002770,2025-04-03,12.82,212.44,1533.61,21,8176.14,0,Synthetic business impact estimate
GEN_0589,FAIL_002771,2025-04-21,10.44,122.77,1371.86,13,3122.69,0,Synthetic business impact estimate
GEN_0589,FAIL_002772,2025-07-27,8.86,224.7,702.18,3,597.09,0,Synthetic business impact estimate
GEN_0590,FAIL_002773,2023-07-02,3.79,123.28,1137.53,23,2570.14,0,Synthetic business impact estimate
GEN_0590,FAIL_002774,2024-03-24,12.17,130.91,1649.57,25,12010.98,1,Synthetic business impact estimate
GEN_0590,FAIL_002775,2025-07-21,5.62,187.44,1122.6,19,3384.93,0,Synthetic business impact estimate
GEN_0590,FAIL_002776,2025-08-31,6.14,216.67,1189.38,18,4419.81,1,Synthetic business impact estimate
GEN_0590,FAIL_002777,2025-12-07,3.39,238.61,1229.07,23,2689.03,0,Synthetic business impact estimate
GEN_0591,FAIL_002778,2023-08-22,6.36,146.11,878.71,3,360.12,0,Synthetic business impact estimate
GEN_0591,FAIL_002779,2024-09-21,8.49,94.67,1363.15,7,1893.39,0,Synthetic business impact estimate
GEN_0591,FAIL_002780,2025-09-14,7.83,143.64,1516.18,8,1353.87,0,Synthetic business impact estimate
GEN_0592,FAIL_002781,2023-06-05,14.93,257.1,1411.52,41,16848.97,1,Synthetic business impact estimate
GEN_0592,FAIL_002782,2024-11-30,7.67,206.26,1052.76,34,7185.18,1,Synthetic business impact estimate
GEN_0592,FAIL_002783,2025-10-22,7.95,239.59,1930.12,29,8372.34,1,Synthetic business impact estimate
GEN_0592,FAIL_002784,2025-11-07,9.59,187.31,1226.52,15,4723.8,1,Synthetic business impact estimate
GEN_0593,FAIL_002785,2023-04-17,6.85,209.97,1187.78,19,3076.39,1,Synthetic business impact estimate
GEN_0593,FAIL_002786,2023-05-13,11.01,218.12,1231.94,28,8558.04,1,Synthetic business impact estimate
GEN_0593,FAIL_002787,2023-09-27,6.93,129.51,537.65,21,3233.89,1,Synthetic business impact estimate
GEN_0593,FAIL_002788,2024-03-03,4.45,112.39,985.79,11,1324.29,0,Synthetic business impact estimate
GEN_0593,FAIL_002789,2024-05-12,10.97,194.74,2294.2,28,12785.2,1,Synthetic business impact estimate
GEN_0593,FAIL_002790,2024-12-01,11.31,164.65,2370.4,14,4562.02,1,Synthetic business impact estimate
GEN_0594,FAIL_002791,2023-05-16,11.46,227.96,1799.53,28,7841.05,1,Synthetic business impact estimate
GEN_0594,FAIL_002792,2024-08-26,3.97,202.37,971.72,23,2516.55,0,Synthetic business impact estimate
GEN_0595,FAIL_002793,2023-05-20,11.83,220.2,1110.21,6,2751.78,0,Synthetic business impact estimate
GEN_0595,FAIL_002794,2023-08-03,10.23,169.32,1494.79,17,4603.41,0,Synthetic business impact estimate
GEN_0595,FAIL_002795,2024-06-29,9.49,198.07,1100.19,7,2523.56,0,Synthetic business impact estimate
GEN_0595,FAIL_002796,2024-09-06,14.6,166.34,2555.47,8,2121.7,0,Synthetic business impact estimate
GEN_0595,FAIL_002797,2024-11-28,2.36,142.72,868.77,12,1170.34,0,Synthetic business impact estimate
