pm_event_id,asset_id,pm_date,next_failure_event_id,next_failure_date,days_to_next_failure,failure_found_flag,ontime_flag,delay_days,pm_total_cost,failure_total_cost,failure_category
PM_001508,GEN_0153,2025-12-01,FAIL_000714,2025-12-29,28.0,1,1,-5,506.99,1311.96,Cooling
PM_001509,GEN_0154,2023-01-29,FAIL_000715,2023-10-21,265.0,1,0,12,570.06,2175.17,Oil
PM_001510,GEN_0154,2023-08-13,FAIL_000715,2023-10-21,69.0,1,1,7,476.96,2175.17,Oil
PM_001511,GEN_0154,2024-01-24,FAIL_000717,2025-08-16,570.0,1,1,-5,634.05,625.66,Battery
PM_001512,GEN_0154,2024-07-22,FAIL_000717,2025-08-16,390.0,1,1,-1,628.41,625.66,Battery
PM_001513,GEN_0154,2025-01-27,FAIL_000717,2025-08-16,201.0,1,1,-1,515.21,625.66,Battery
PM_001514,GEN_0154,2025-07-24,FAIL_000717,2025-08-16,23.0,1,1,1,614.71,625.66,Battery
PM_001515,GEN_0155,2023-04-01,FAIL_000718,2023-08-30,151.0,1,0,9,707.51,1878.36,Control Panel
PM_001516,GEN_0155,2023-07-30,FAIL_000718,2023-08-30,31.0,1,1,1,699.96,1878.36,Control Panel
PM_001517,GEN_0155,2023-11-19,FAIL_000719,2024-01-16,58.0,1,1,-5,1073.04,1087.67,Starter
PM_001518,GEN_0155,2024-03-17,FAIL_000720,2024-12-25,283.0,1,0,9,690.56,1428.87,Control Panel
PM_001519,GEN_0155,2024-07-25,FAIL_000720,2024-12-25,153.0,1,1,7,709.71,1428.87,Control Panel
PM_001520,GEN_0155,2024-11-26,FAIL_000720,2024-12-25,29.0,1,1,5,508.99,1428.87,Control Panel
PM_001521,GEN_0155,2025-03-19,FAIL_000721,2025-09-02,167.0,1,1,-5,256.26,689.84,Fuel
PM_001522,GEN_0155,2025-07-29,FAIL_000721,2025-09-02,35.0,1,0,15,519.45,689.84,Fuel
PM_001523,GEN_0155,2025-11-23,,,,0,1,-5,557.92,,
PM_001524,GEN_0156,2023-04-20,FAIL_000722,2025-03-23,703.0,1,1,4,647.04,1709.59,Cooling
PM_001525,GEN_0156,2023-08-19,FAIL_000722,2025-03-23,582.0,1,1,3,752.0,1709.59,Cooling
PM_001526,GEN_0156,2024-01-01,FAIL_000722,2025-03-23,447.0,1,0,8,883.94,1709.59,Cooling
PM_001527,GEN_0156,2024-05-06,FAIL_000722,2025-03-23,321.0,1,0,12,705.8,1709.59,Cooling
PM_001528,GEN_0156,2024-09-05,FAIL_000722,2025-03-23,199.0,1,0,14,538.79,1709.59,Cooling
PM_001529,GEN_0156,2025-02-01,FAIL_000722,2025-03-23,50.0,1,0,24,581.35,1709.59,Cooling
PM_001530,GEN_0156,2025-05-29,FAIL_000723,2025-11-13,168.0,1,1,-5,487.5,1271.4,Battery
PM_001531,GEN_0156,2025-09-12,FAIL_000723,2025-11-13,62.0,1,1,-5,699.84,1271.4,Battery
PM_001532,GEN_0157,2023-05-01,FAIL_000724,2024-02-26,301.0,1,0,15,924.73,963.11,Cooling
PM_001533,GEN_0157,2023-09-25,FAIL_000724,2024-02-26,154.0,1,0,17,537.43,963.11,Cooling
PM_001534,GEN_0157,2024-01-26,FAIL_000724,2024-02-26,31.0,1,1,6,750.35,963.11,Cooling
PM_001535,GEN_0157,2024-06-04,FAIL_000725,2024-07-22,48.0,1,0,9,664.79,1027.11,Control Panel
PM_001536,GEN_0157,2024-09-25,FAIL_000727,2025-08-09,318.0,1,1,1,443.03,1123.95,Control Panel
PM_001537,GEN_0157,2025-01-20,FAIL_000727,2025-08-09,201.0,1,0,8,732.89,1123.95,Control Panel
PM_001538,GEN_0157,2025-06-09,FAIL_000727,2025-08-09,61.0,1,0,16,418.62,1123.95,Control Panel
PM_001539,GEN_0157,2025-10-04,,,,0,1,6,877.72,,
PM_001540,GEN_0158,2023-03-10,FAIL_000728,2023-12-23,288.0,1,1,3,951.35,1090.46,Oil
PM_001541,GEN_0158,2023-07-09,FAIL_000728,2023-12-23,167.0,1,1,-2,607.31,1090.46,Oil
PM_001542,GEN_0158,2023-10-24,FAIL_000728,2023-12-23,60.0,1,1,-5,679.07,1090.46,Oil
PM_001543,GEN_0158,2024-02-19,FAIL_000730,2024-07-16,148.0,1,1,2,821.56,244.52,Oil
PM_001544,GEN_0158,2024-06-30,FAIL_000730,2024-07-16,16.0,1,0,13,485.57,244.52,Oil
PM_001545,GEN_0158,2024-11-18,FAIL_000732,2024-12-26,38.0,1,0,23,530.69,1785.15,Fuel
PM_001546,GEN_0158,2025-03-20,FAIL_000733,2025-07-03,105.0,1,1,0,734.26,2315.97,Fuel
PM_001547,GEN_0158,2025-08-08,FAIL_000734,2025-10-15,68.0,1,0,10,732.15,1523.65,Starter
PM_001548,GEN_0158,2025-12-27,,,,0,0,15,577.11,,
PM_001549,GEN_0159,2023-01-12,FAIL_000735,2023-08-22,222.0,1,1,-3,622.26,1197.72,Cooling
PM_001550,GEN_0159,2023-05-22,FAIL_000735,2023-08-22,92.0,1,0,19,848.92,1197.72,Cooling
PM_001551,GEN_0159,2023-09-29,FAIL_000736,2024-03-26,179.0,1,1,5,773.83,1101.58,Control Panel
PM_001552,GEN_0159,2024-01-22,FAIL_000736,2024-03-26,64.0,1,1,0,262.18,1101.58,Control Panel
PM_001553,GEN_0159,2024-05-17,,,,0,1,2,701.66,,
PM_001554,GEN_0159,2024-09-06,,,,0,1,3,543.48,,
PM_001555,GEN_0159,2025-01-05,,,,0,1,4,904.73,,
PM_001556,GEN_0159,2025-05-30,,,,0,0,21,407.46,,
PM_001557,GEN_0159,2025-09-13,,,,0,1,-5,638.39,,
PM_001558,GEN_0160,2023-01-12,FAIL_000737,2023-02-18,37.0,1,1,6,518.95,1107.37,Starter
PM_001559,GEN_0160,2023-04-27,FAIL_000739,2023-10-16,172.0,1,0,12,541.65,2216.79,Fuel
PM_001560,GEN_0160,2023-08-03,FAIL_000739,2023-10-16,74.0,1,0,13,876.78,2216.79,Fuel
PM_001561,GEN_0160,2023-11-03,FAIL_000740,2023-12-28,55.0,1,1,-2,706.56,1378.26,Control Panel
PM_001562,GEN_0160,2024-01-18,FAIL_000741,2024-02-18,31.0,1,1,-4,631.54,1378.9,Alternator
PM_001563,GEN_0160,2024-04-16,FAIL_000742,2024-05-23,37.0,1,1,5,340.95,581.72,Fuel
PM_001564,GEN_0160,2024-07-15,FAIL_000743,2024-08-27,43.0,1,0,8,627.18,1090.03,Fuel
PM_001565,GEN_0160,2024-10-08,FAIL_000744,2025-02-02,117.0,1,1,-5,502.97,935.25,Battery
PM_001566,GEN_0160,2025-01-05,FAIL_000744,2025-02-02,28.0,1,0,11,497.33,935.25,Battery
PM_001567,GEN_0160,2025-03-29,FAIL_000747,2025-06-06,69.0,1,1,1,523.52,1691.35,Control Panel
PM_001568,GEN_0160,2025-06-18,FAIL_000748,2025-11-04,139.0,1,1,-5,727.73,730.33,Battery
PM_001569,GEN_0160,2025-10-18,FAIL_000748,2025-11-04,17.0,1,0,24,693.98,730.33,Battery
PM_001570,GEN_0161,2023-03-11,FAIL_000749,2023-08-07,149.0,1,0,13,865.92,1147.89,Cooling
PM_001571,GEN_0161,2023-06-29,FAIL_000749,2023-08-07,39.0,1,1,-5,481.06,1147.89,Cooling
PM_001572,GEN_0161,2023-10-31,FAIL_000750,2024-05-01,183.0,1,1,-3,359.76,1696.75,Battery
PM_001573,GEN_0161,2024-03-21,FAIL_000750,2024-05-01,41.0,1,0,15,732.05,1696.75,Battery
PM_001574,GEN_0161,2024-07-31,FAIL_000751,2024-09-20,51.0,1,0,18,563.95,1200.12,Alternator
PM_001575,GEN_0161,2024-12-07,FAIL_000752,2025-01-04,28.0,1,1,4,592.17,1402.91,Oil
PM_001576,GEN_0161,2025-03-27,FAIL_000753,2025-05-02,36.0,1,1,0,746.65,1103.8,Cooling
PM_001577,GEN_0161,2025-08-11,FAIL_000755,2025-09-21,41.0,1,0,13,459.3,755.32,Battery
PM_001578,GEN_0161,2025-12-31,,,,0,0,12,790.02,,
PM_001579,GEN_0162,2023-04-05,FAIL_000756,2024-02-04,305.0,1,0,10,631.96,525.97,Oil
PM_001580,GEN_0162,2023-07-02,FAIL_000756,2024-02-04,217.0,1,1,-5,687.09,525.97,Oil
PM_001581,GEN_0162,2023-10-03,FAIL_000756,2024-02-04,124.0,1,1,3,756.67,525.97,Oil
PM_001582,GEN_0162,2024-01-11,FAIL_000756,2024-02-04,24.0,1,0,13,374.45,525.97,Oil
PM_001583,GEN_0162,2024-04-07,FAIL_000757,2024-07-28,112.0,1,1,5,389.73,556.13,Starter
PM_001584,GEN_0162,2024-07-17,FAIL_000757,2024-07-28,11.0,1,0,23,724.79,556.13,Starter
PM_001585,GEN_0162,2024-10-01,FAIL_000759,2024-10-22,21.0,1,1,-4,987.2,611.31,Alternator
PM_001586,GEN_0162,2025-01-24,FAIL_000762,2025-03-20,55.0,1,0,17,589.27,1943.63,Control Panel
PM_001587,GEN_0162,2025-04-09,FAIL_000763,2025-04-22,13.0,1,1,-5,478.85,1309.45,Oil
PM_001588,GEN_0162,2025-07-19,FAIL_000764,2025-08-30,42.0,1,1,0,857.52,924.06,Oil
PM_001589,GEN_0162,2025-10-02,FAIL_000765,2025-11-22,51.0,1,1,-5,837.07,1070.3,Starter
PM_001590,GEN_0163,2023-03-07,FAIL_000766,2023-12-04,272.0,1,0,27,261.38,801.84,Oil
PM_001591,GEN_0163,2023-07-25,FAIL_000766,2023-12-04,132.0,1,0,20,369.26,801.84,Oil
PM_001592,GEN_0163,2023-11-21,FAIL_000766,2023-12-04,13.0,1,1,-1,722.98,801.84,Oil
PM_001593,GEN_0163,2024-04-08,FAIL_000767,2024-04-30,22.0,1,0,25,696.2,850.89,Cooling
PM_001594,GEN_0163,2024-08-21,FAIL_000769,2024-09-13,23.0,1,1,3,640.06,1188.23,Oil
PM_001595,GEN_0163,2024-12-23,FAIL_000772,2025-10-07,288.0,1,0,8,698.98,1936.88,Cooling
PM_001596,GEN_0163,2025-04-06,FAIL_000772,2025-10-07,184.0,1,1,-5,824.03,1936.88,Cooling
PM_001597,GEN_0163,2025-08-16,FAIL_000772,2025-10-07,52.0,1,0,9,1008.7,1936.88,Cooling
PM_001598,GEN_0163,2025-12-26,,,,0,0,24,680.48,,
PM_001599,GEN_0164,2023-03-25,FAIL_000774,2023-04-15,21.0,1,0,12,753.21,859.8,Cooling
PM_001600,GEN_0164,2023-06-19,FAIL_000775,2024-02-08,234.0,1,1,-5,668.17,750.09,Starter
PM_001601,GEN_0164,2023-09-12,FAIL_000775,2024-02-08,149.0,1,1,1,767.02,750.09,Starter
PM_001602,GEN_0164,2024-01-03,FAIL_000775,2024-02-08,36.0,1,0,13,961.62,750.09,Starter
PM_001603,GEN_0164,2024-04-27,FAIL_000776,2024-05-26,29.0,1,0,28,549.6,1478.87,Oil
PM_001604,GEN_0164,2024-07-23,FAIL_000777,2025-09-15,419.0,1,1,-3,466.12,2128.0,Control Panel
PM_001605,GEN_0164,2024-10-26,FAIL_000777,2025-09-15,324.0,1,1,-5,650.07,2128.0,Control Panel
PM_001606,GEN_0164,2025-01-12,FAIL_000777,2025-09-15,246.0,1,1,0,483.32,2128.0,Control Panel
PM_001607,GEN_0164,2025-04-03,FAIL_000777,2025-09-15,165.0,1,1,2,605.81,2128.0,Control Panel
PM_001608,GEN_0164,2025-07-20,FAIL_000777,2025-09-15,57.0,1,0,22,766.55,2128.0,Control Panel
PM_001609,GEN_0164,2025-10-06,,,,0,1,-5,693.5,,
PM_001610,GEN_0164,2026-01-22,,,,0,0,25,469.42,,
PM_001611,GEN_0165,2023-03-27,FAIL_000778,2024-05-13,413.0,1,0,8,857.63,1736.75,Fuel
PM_001612,GEN_0165,2023-07-20,FAIL_000778,2024-05-13,298.0,1,1,-5,712.03,1736.75,Fuel
PM_001613,GEN_0165,2023-11-09,FAIL_000778,2024-05-13,186.0,1,1,3,652.26,1736.75,Fuel
PM_001614,GEN_0165,2024-04-09,FAIL_000778,2024-05-13,34.0,1,0,20,772.57,1736.75,Fuel
PM_001615,GEN_0165,2024-08-10,FAIL_000780,2025-11-12,459.0,1,0,8,273.3,942.27,Fuel
PM_001616,GEN_0165,2024-12-10,FAIL_000780,2025-11-12,337.0,1,1,-5,432.89,942.27,Fuel
PM_001617,GEN_0165,2025-04-14,FAIL_000780,2025-11-12,212.0,1,1,-5,304.65,942.27,Fuel
PM_001618,GEN_0165,2025-08-31,FAIL_000780,2025-11-12,73.0,1,0,8,790.76,942.27,Fuel
PM_001619,GEN_0166,2023-04-14,FAIL_000781,2024-07-24,467.0,1,1,2,807.83,1273.2,Control Panel
PM_001620,GEN_0166,2023-08-11,FAIL_000781,2024-07-24,348.0,1,1,-5,842.03,1273.2,Control Panel
PM_001621,GEN_0166,2023-12-06,FAIL_000781,2024-07-24,231.0,1,1,3,480.9,1273.2,Control Panel
PM_001622,GEN_0166,2024-04-19,FAIL_000781,2024-07-24,96.0,1,0,11,487.74,1273.2,Control Panel
PM_001623,GEN_0166,2024-08-23,,,,0,1,-1,754.7,,
PM_001624,GEN_0166,2025-01-13,,,,0,0,17,1150.63,,
PM_001625,GEN_0166,2025-06-01,,,,0,0,10,515.57,,
PM_001626,GEN_0166,2025-09-23,,,,0,1,-5,548.97,,
PM_001627,GEN_0167,2023-03-10,FAIL_000782,2023-08-30,173.0,1,0,8,682.39,1285.19,Cooling
PM_001628,GEN_0167,2023-07-27,FAIL_000782,2023-08-30,34.0,1,1,7,714.61,1285.19,Cooling
PM_001629,GEN_0167,2023-11-20,FAIL_000783,2024-09-14,299.0,1,1,3,805.92,964.65,Alternator
PM_001630,GEN_0167,2024-03-19,FAIL_000783,2024-09-14,179.0,1,1,-5,584.08,964.65,Alternator
PM_001631,GEN_0167,2024-08-07,FAIL_000783,2024-09-14,38.0,1,0,9,800.44,964.65,Alternator
PM_001632,GEN_0167,2024-12-30,FAIL_000784,2025-02-10,42.0,1,0,17,624.46,1222.35,Oil
PM_001633,GEN_0167,2025-04-23,,,,0,1,-4,941.06,,
PM_001634,GEN_0167,2025-08-10,,,,0,1,-5,567.63,,
PM_001635,GEN_0167,2025-12-16,,,,0,0,10,433.15,,
PM_001636,GEN_0168,2023-02-09,FAIL_000785,2023-06-02,113.0,1,1,-1,566.77,533.19,Cooling
PM_001637,GEN_0168,2023-05-19,FAIL_000785,2023-06-02,14.0,1,0,8,668.19,533.19,Cooling
PM_001638,GEN_0168,2023-08-29,FAIL_000786,2025-12-14,838.0,1,0,11,595.64,1720.5,Cooling
PM_001639,GEN_0168,2023-11-21,FAIL_000786,2025-12-14,754.0,1,1,-1,682.77,1720.5,Cooling
PM_001640,GEN_0168,2024-02-03,FAIL_000786,2025-12-14,680.0,1,1,-4,806.51,1720.5,Cooling
PM_001641,GEN_0168,2024-05-07,FAIL_000786,2025-12-14,586.0,1,1,-5,675.46,1720.5,Cooling
PM_001642,GEN_0168,2024-08-20,FAIL_000786,2025-12-14,481.0,1,0,14,490.98,1720.5,Cooling
PM_001643,GEN_0168,2024-11-10,FAIL_000786,2025-12-14,399.0,1,1,3,433.73,1720.5,Cooling
PM_001644,GEN_0168,2025-01-31,FAIL_000786,2025-12-14,317.0,1,1,-2,1008.51,1720.5,Cooling
PM_001645,GEN_0168,2025-04-20,FAIL_000786,2025-12-14,238.0,1,1,-5,534.65,1720.5,Cooling
PM_001646,GEN_0168,2025-07-30,FAIL_000786,2025-12-14,137.0,1,1,2,720.13,1720.5,Cooling
PM_001647,GEN_0168,2025-11-04,FAIL_000786,2025-12-14,40.0,1,0,8,728.0,1720.5,Cooling
PM_001648,GEN_0169,2023-01-18,FAIL_000787,2023-02-24,37.0,1,0,17,635.66,1703.55,Fuel
PM_001649,GEN_0169,2023-05-22,FAIL_000788,2023-06-18,27.0,1,0,11,876.15,1245.49,Fuel
PM_001650,GEN_0169,2023-09-20,FAIL_000789,2024-05-01,224.0,1,0,13,546.46,971.2,Oil
PM_001651,GEN_0169,2024-02-19,FAIL_000789,2024-05-01,72.0,1,0,26,796.6,971.2,Oil
PM_001652,GEN_0169,2024-07-04,FAIL_000790,2024-09-19,77.0,1,0,25,318.1,904.84,Cooling
PM_001653,GEN_0169,2024-11-28,FAIL_000791,2024-12-30,32.0,1,0,16,551.88,1078.45,Starter
PM_001654,GEN_0169,2025-04-04,FAIL_000792,2025-12-30,270.0,1,0,9,540.55,876.54,Alternator
PM_001655,GEN_0169,2025-08-04,FAIL_000792,2025-12-30,148.0,1,0,12,956.81,876.54,Alternator
PM_001656,GEN_0169,2025-12-06,FAIL_000792,2025-12-30,24.0,1,1,1,688.62,876.54,Alternator
PM_001657,GEN_0170,2023-02-13,FAIL_000793,2023-07-14,151.0,1,0,27,387.34,1184.12,Alternator
PM_001658,GEN_0170,2023-06-09,FAIL_000793,2023-07-14,35.0,1,0,17,816.28,1184.12,Alternator
PM_001659,GEN_0170,2023-09-19,FAIL_000796,2025-02-01,501.0,1,1,4,668.58,961.93,Starter
PM_001660,GEN_0170,2023-12-15,FAIL_000796,2025-02-01,414.0,1,0,9,500.32,961.93,Starter
PM_001661,GEN_0170,2024-03-25,FAIL_000796,2025-02-01,313.0,1,1,4,599.71,961.93,Starter
PM_001662,GEN_0170,2024-07-11,FAIL_000796,2025-02-01,205.0,1,0,12,715.83,961.93,Starter
PM_001663,GEN_0170,2024-10-09,FAIL_000796,2025-02-01,115.0,1,1,7,572.1,961.93,Starter
PM_001664,GEN_0170,2025-01-10,FAIL_000796,2025-02-01,22.0,1,1,5,603.18,961.93,Starter
PM_001665,GEN_0170,2025-04-06,FAIL_000797,2025-08-27,143.0,1,0,8,1041.29,827.74,Alternator
PM_001666,GEN_0170,2025-07-28,FAIL_000797,2025-08-27,30.0,1,0,13,542.36,827.74,Alternator
PM_001667,GEN_0170,2025-11-05,FAIL_000798,2025-12-11,36.0,1,0,20,516.28,1045.9,Starter
PM_001668,GEN_0171,2023-03-13,FAIL_000800,2023-12-28,290.0,1,0,18,640.38,1244.24,Oil
PM_001669,GEN_0171,2023-07-14,FAIL_000800,2023-12-28,167.0,1,1,-5,594.02,1244.24,Oil
PM_001670,GEN_0171,2023-11-29,FAIL_000800,2023-12-28,29.0,1,0,10,682.57,1244.24,Oil
PM_001671,GEN_0171,2024-03-26,FAIL_000802,2024-06-03,69.0,1,1,2,482.96,1254.59,Control Panel
PM_001672,GEN_0171,2024-08-08,FAIL_000803,2025-06-18,314.0,1,0,17,450.35,2416.45,Alternator
PM_001673,GEN_0171,2024-12-05,FAIL_000803,2025-06-18,195.0,1,1,5,606.9,2416.45,Alternator
PM_001674,GEN_0171,2025-04-03,FAIL_000803,2025-06-18,76.0,1,1,5,408.94,2416.45,Alternator
PM_001675,GEN_0171,2025-08-31,FAIL_000804,2025-09-20,20.0,1,0,23,687.01,1006.53,Starter
PM_001676,GEN_0172,2023-03-16,FAIL_000805,2023-12-17,276.0,1,1,2,732.83,1190.65,Starter
PM_001677,GEN_0172,2023-07-18,FAIL_000805,2023-12-17,152.0,1,0,11,561.86,1190.65,Starter
PM_001678,GEN_0172,2023-11-08,FAIL_000805,2023-12-17,39.0,1,1,-4,667.75,1190.65,Starter
PM_001679,GEN_0172,2024-03-27,FAIL_000806,2024-04-10,14.0,1,0,13,423.28,1770.62,Oil
PM_001680,GEN_0172,2024-07-23,,,,0,0,10,639.13,,
PM_001681,GEN_0172,2024-12-09,,,,0,0,13,373.31,,
PM_001682,GEN_0172,2025-04-22,,,,0,0,8,445.61,,
PM_001683,GEN_0172,2025-08-24,,,,0,1,2,558.92,,
PM_001684,GEN_0172,2025-12-14,,,,0,1,-2,530.74,,
PM_001685,GEN_0173,2023-03-26,FAIL_000807,2024-09-25,549.0,1,1,-1,573.62,699.3,Battery
PM_001686,GEN_0173,2023-08-07,FAIL_000807,2024-09-25,415.0,1,1,5,722.9,699.3,Battery
PM_001687,GEN_0173,2023-12-29,FAIL_000807,2024-09-25,271.0,1,0,15,865.76,699.3,Battery
PM_001688,GEN_0173,2024-05-03,FAIL_000807,2024-09-25,145.0,1,0,12,978.4,699.3,Battery
PM_001689,GEN_0173,2024-08-27,FAIL_000807,2024-09-25,29.0,1,1,-3,832.67,699.3,Battery
PM_001690,GEN_0173,2025-01-05,FAIL_000809,2025-03-20,74.0,1,0,8,680.08,1763.91,Starter
PM_001691,GEN_0173,2025-05-10,FAIL_000810,2025-07-05,56.0,1,1,-3,945.55,1556.79,Battery
PM_001692,GEN_0173,2025-09-27,,,,0,0,11,625.81,,
PM_001693,GEN_0174,2023-02-07,FAIL_000812,2023-07-05,148.0,1,0,14,324.82,1573.29,Cooling
PM_001694,GEN_0174,2023-05-10,FAIL_000812,2023-07-05,56.0,1,0,13,195.92,1573.29,Cooling
PM_001695,GEN_0174,2023-08-08,FAIL_000815,2023-12-14,128.0,1,1,2,608.05,1703.35,Alternator
PM_001696,GEN_0174,2023-11-05,FAIL_000815,2023-12-14,39.0,1,1,-5,1004.69,1703.35,Alternator
PM_001697,GEN_0174,2024-01-17,FAIL_000816,2024-02-21,35.0,1,1,-5,782.65,1400.86,Cooling
PM_001698,GEN_0174,2024-04-24,FAIL_000817,2024-05-20,26.0,1,0,13,434.56,1805.84,Fuel
PM_001699,GEN_0174,2024-07-31,FAIL_000818,2025-06-25,329.0,1,1,4,716.1,1820.34,Starter
PM_001700,GEN_0174,2024-10-26,FAIL_000818,2025-06-25,242.0,1,1,-5,627.46,1820.34,Starter
PM_001701,GEN_0174,2025-01-19,FAIL_000818,2025-06-25,157.0,1,1,-5,462.21,1820.34,Starter
PM_001702,GEN_0174,2025-04-20,FAIL_000818,2025-06-25,66.0,1,0,11,840.94,1820.34,Starter
PM_001703,GEN_0174,2025-08-06,FAIL_000819,2025-09-17,42.0,1,0,8,371.51,1099.33,Fuel
PM_001704,GEN_0174,2025-10-24,,,,0,1,-4,578.79,,
PM_001705,GEN_0175,2023-05-01,FAIL_000820,2025-05-27,757.0,1,0,10,815.67,1024.77,Battery
PM_001706,GEN_0175,2023-08-24,FAIL_000820,2025-05-27,642.0,1,1,-5,1009.14,1024.77,Battery
PM_001707,GEN_0175,2023-12-23,FAIL_000820,2025-05-27,521.0,1,1,-5,856.11,1024.77,Battery
PM_001708,GEN_0175,2024-04-13,FAIL_000820,2025-05-27,409.0,1,1,-5,1077.23,1024.77,Battery
PM_001709,GEN_0175,2024-08-17,FAIL_000820,2025-05-27,283.0,1,1,-4,509.92,1024.77,Battery
PM_001710,GEN_0175,2025-01-08,FAIL_000820,2025-05-27,139.0,1,0,22,703.56,1024.77,Battery
PM_001711,GEN_0175,2025-05-11,FAIL_000820,2025-05-27,16.0,1,1,-4,431.66,1024.77,Battery
PM_001712,GEN_0175,2025-09-11,,,,0,1,3,800.6,,
PM_001713,GEN_0175,2026-01-03,,,,0,1,4,927.64,,
PM_001714,GEN_0176,2023-03-25,,,,0,1,-5,480.63,,
PM_001715,GEN_0176,2023-07-15,,,,0,0,18,1030.91,,
PM_001716,GEN_0176,2023-10-22,,,,0,0,9,335.1,,
PM_001717,GEN_0176,2024-01-21,,,,0,1,3,584.38,,
PM_001718,GEN_0176,2024-04-29,,,,0,1,3,652.85,,
PM_001719,GEN_0176,2024-07-11,,,,0,1,-5,555.51,,
PM_001720,GEN_0176,2024-10-14,,,,0,1,2,695.61,,
PM_001721,GEN_0176,2025-01-20,,,,0,1,7,696.32,,
PM_001722,GEN_0176,2025-04-19,,,,0,1,-5,571.33,,
PM_001723,GEN_0176,2025-07-26,,,,0,1,5,247.56,,
PM_001724,GEN_0176,2025-10-13,,,,0,1,0,695.2,,
PM_001725,GEN_0176,2025-12-30,,,,0,1,-1,654.54,,
PM_001726,GEN_0177,2023-04-12,FAIL_000822,2023-06-22,71.0,1,0,16,570.97,1267.6,Cooling
PM_001727,GEN_0177,2023-07-07,FAIL_000823,2023-08-29,53.0,1,1,-5,876.78,848.81,Alternator
PM_001728,GEN_0177,2023-10-12,FAIL_000824,2024-05-22,223.0,1,1,5,542.49,1044.32,Battery
PM_001729,GEN_0177,2024-02-02,FAIL_000824,2024-05-22,110.0,1,0,20,619.85,1044.32,Battery
PM_001730,GEN_0177,2024-04-26,FAIL_000824,2024-05-22,26.0,1,1,4,227.5,1044.32,Battery
PM_001731,GEN_0177,2024-08-08,FAIL_000825,2025-05-07,272.0,1,0,18,739.99,1522.33,Oil
PM_001732,GEN_0177,2024-11-28,FAIL_000825,2025-05-07,160.0,1,0,15,567.91,1522.33,Oil
PM_001733,GEN_0177,2025-03-02,FAIL_000825,2025-05-07,66.0,1,1,4,721.68,1522.33,Oil
PM_001734,GEN_0177,2025-06-05,FAIL_000826,2025-08-06,62.0,1,1,-5,926.05,1394.6,Cooling
PM_001735,GEN_0177,2025-08-19,,,,0,1,-5,795.53,,
PM_001736,GEN_0177,2025-12-14,,,,0,0,15,825.4,,
PM_001737,GEN_0178,2023-04-05,FAIL_000827,2023-05-21,46.0,1,1,5,751.96,2375.74,Battery
PM_001738,GEN_0178,2023-06-30,FAIL_000828,2023-12-04,157.0,1,1,-5,452.22,1034.96,Battery
PM_001739,GEN_0178,2023-10-08,FAIL_000828,2023-12-04,57.0,1,1,3,650.71,1034.96,Battery
PM_001740,GEN_0178,2024-01-29,FAIL_000829,2024-10-28,273.0,1,0,11,679.98,979.43,Battery
PM_001741,GEN_0178,2024-04-24,FAIL_000829,2024-10-28,187.0,1,1,6,327.86,979.43,Battery
PM_001742,GEN_0178,2024-07-31,FAIL_000829,2024-10-28,89.0,1,0,8,644.07,979.43,Battery
PM_001743,GEN_0178,2024-10-18,FAIL_000829,2024-10-28,10.0,1,1,0,755.11,979.43,Battery
PM_001744,GEN_0178,2025-01-14,FAIL_000830,2025-06-05,142.0,1,1,1,576.59,1947.14,Starter
PM_001745,GEN_0178,2025-05-02,FAIL_000830,2025-06-05,34.0,1,0,22,499.55,1947.14,Starter
PM_001746,GEN_0178,2025-08-02,FAIL_000832,2025-09-13,42.0,1,0,11,570.74,1379.93,Control Panel
PM_001747,GEN_0178,2025-10-14,,,,0,1,-5,568.94,,
PM_001748,GEN_0179,2023-05-15,FAIL_000833,2025-07-10,787.0,1,1,-4,608.68,1242.35,Control Panel
PM_001749,GEN_0179,2023-11-13,FAIL_000833,2025-07-10,605.0,1,1,4,406.8,1242.35,Control Panel
PM_001750,GEN_0179,2024-05-10,FAIL_000833,2025-07-10,426.0,1,1,4,402.68,1242.35,Control Panel
PM_001751,GEN_0179,2024-11-10,FAIL_000833,2025-07-10,242.0,1,1,6,626.14,1242.35,Control Panel
PM_001752,GEN_0179,2025-05-29,FAIL_000833,2025-07-10,42.0,1,0,21,494.16,1242.35,Control Panel
PM_001753,GEN_0179,2025-12-02,,,,0,1,7,901.59,,
PM_001754,GEN_0180,2023-03-29,FAIL_000834,2023-05-06,38.0,1,0,9,668.66,1662.67,Alternator
PM_001755,GEN_0180,2023-06-23,FAIL_000835,2024-02-13,235.0,1,1,-2,532.2,1206.11,Cooling
PM_001756,GEN_0180,2023-09-07,FAIL_000835,2024-02-13,159.0,1,1,-5,463.56,1206.11,Cooling
PM_001757,GEN_0180,2023-12-21,FAIL_000835,2024-02-13,54.0,1,0,15,536.61,1206.11,Cooling
PM_001758,GEN_0180,2024-03-10,FAIL_000836,2024-07-14,126.0,1,1,-5,663.14,1091.31,Battery
PM_001759,GEN_0180,2024-06-08,FAIL_000836,2024-07-14,36.0,1,1,-5,586.03,1091.31,Battery
PM_001760,GEN_0180,2024-08-31,,,,0,1,1,336.14,,
PM_001761,GEN_0180,2024-12-13,,,,0,1,4,590.19,,
PM_001762,GEN_0180,2025-03-16,,,,0,0,12,604.37,,
PM_001763,GEN_0180,2025-06-22,,,,0,0,14,689.87,,
