pm_event_id,asset_id,scheduled_date,completed_date,pm_date,pm_type,status,delay_days,ontime_flag,priority,labor_hours,labor_cost,material_cost,other_costs,total_cost,age_years_at_pm,region,environment_type,model
PM_002254,GEN_0229,2023-07-02,2023-06-30,2023-06-30,Quarterly Service,Completed,-2,1,High,8.62,637.17,92.68,31.52,761.37,5.07,South,Rural,CAT-450
PM_002255,GEN_0229,2023-09-22,2023-10-11,2023-10-11,Oil & Filter,Completed,19,0,High,6.92,571.4,152.81,54.7,778.91,5.36,South,Rural,CAT-450
PM_002256,GEN_0229,2024-01-17,2024-01-18,2024-01-18,Load Bank Test,Completed,1,1,High,6.96,531.82,132.85,17.81,682.48,5.63,South,Rural,CAT-450
PM_002257,GEN_0229,2024-04-22,2024-05-09,2024-05-09,Quarterly Service,Completed,17,0,High,6.41,412.83,159.78,0.0,572.61,5.93,South,Rural,CAT-450
PM_002258,GEN_0229,2024-07-27,2024-07-25,2024-07-25,Routine Inspection,Completed,-2,1,High,5.13,436.02,166.02,3.74,605.78,6.14,South,Rural,CAT-450
PM_002259,GEN_0229,2024-10-17,2024-10-12,2024-10-12,Oil & Filter,Completed,-5,1,High,6.16,486.28,94.09,70.35,650.72,6.36,South,Rural,CAT-450
PM_002260,GEN_0229,2025-01-11,2025-01-17,2025-01-17,Quarterly Service,Completed,6,1,High,6.03,401.73,229.17,71.16,702.06,6.63,South,Rural,CAT-450
PM_002261,GEN_0229,2025-04-11,2025-04-24,2025-04-24,Oil & Filter,Completed,13,0,High,4.99,447.3,274.17,48.73,770.2,6.89,South,Rural,CAT-450
PM_002262,GEN_0229,2025-07-28,2025-07-25,2025-07-25,Load Bank Test,Completed,-3,1,High,6.71,394.85,159.74,21.6,576.19,7.14,South,Rural,CAT-450
PM_002263,GEN_0229,2025-10-18,2025-10-13,2025-10-13,Quarterly Service,Completed,-5,1,High,6.58,559.08,257.45,42.88,859.41,7.36,South,Rural,CAT-450
PM_002264,GEN_0230,2023-03-14,2023-03-20,2023-03-20,Oil & Filter,Completed,6,1,Normal,5.72,353.13,170.28,0.0,523.41,2.43,North,Coastal,GENX-550
PM_002265,GEN_0230,2023-06-26,2023-07-01,2023-07-01,Quarterly Service,Completed,5,1,Normal,5.02,279.26,172.29,40.27,491.82,2.71,North,Coastal,GENX-550
PM_002266,GEN_0230,2023-10-06,2023-10-06,2023-10-06,Routine Inspection,Completed,0,1,Normal,7.24,676.12,201.32,61.08,938.52,2.98,North,Coastal,GENX-550
PM_002267,GEN_0230,2023-12-30,2024-01-09,2024-01-09,Quarterly Service,Completed,10,0,Normal,8.47,695.17,230.99,59.13,985.29,3.24,North,Coastal,GENX-550
PM_002268,GEN_0230,2024-04-14,2024-04-25,2024-04-25,Quarterly Service,Completed,11,0,Normal,2.63,199.65,116.58,47.4,363.63,3.53,North,Coastal,GENX-550
PM_002269,GEN_0230,2024-07-22,2024-07-31,2024-07-31,Routine Inspection,Completed,9,0,Normal,5.65,384.03,277.41,4.25,665.69,3.8,North,Coastal,GENX-550
PM_002270,GEN_0230,2024-11-09,2024-11-04,2024-11-04,Oil & Filter,Completed,-5,1,Normal,3.91,224.99,104.01,54.52,383.52,4.06,North,Coastal,GENX-550
PM_002271,GEN_0230,2025-01-29,2025-01-24,2025-01-24,Routine Inspection,Completed,-5,1,Normal,5.61,530.47,132.4,41.08,703.95,4.28,North,Coastal,GENX-550
PM_002272,GEN_0230,2025-05-02,2025-05-08,2025-05-08,Load Bank Test,Completed,6,1,Normal,3.64,250.18,74.27,0.0,324.45,4.57,North,Coastal,GENX-550
PM_002273,GEN_0230,2025-08-14,2025-08-14,2025-08-14,Oil & Filter,Completed,0,1,Normal,3.04,203.27,219.63,19.47,442.37,4.84,North,Coastal,GENX-550
PM_002274,GEN_0230,2025-11-18,2025-11-28,2025-11-28,Load Bank Test,Completed,10,0,Normal,3.62,213.72,38.69,87.08,339.49,5.13,North,Coastal,GENX-550
PM_002275,GEN_0231,2023-03-04,2023-03-11,2023-03-11,Load Bank Test,Completed,7,1,High,3.63,242.77,25.0,0.0,267.77,6.1,East,Rural,MTU-480
PM_002276,GEN_0231,2023-05-28,2023-05-25,2023-05-25,Load Bank Test,Completed,-3,1,High,6.34,580.11,379.49,53.55,1013.15,6.31,East,Rural,MTU-480
PM_002277,GEN_0231,2023-08-17,2023-08-27,2023-08-27,Quarterly Service,Completed,10,0,High,7.18,509.61,270.75,46.02,826.38,6.57,East,Rural,MTU-480
PM_002278,GEN_0231,2023-11-13,2023-11-19,2023-11-19,Load Bank Test,Completed,6,1,High,4.1,353.64,256.41,45.11,655.16,6.8,East,Rural,MTU-480
PM_002279,GEN_0231,2024-02-18,2024-02-25,2024-02-25,Load Bank Test,Completed,7,1,High,4.57,252.72,50.3,36.4,339.42,7.06,East,Rural,MTU-480
PM_002280,GEN_0231,2024-06-02,2024-05-28,2024-05-28,Oil & Filter,Completed,-5,1,High,5.47,511.08,126.37,11.67,649.12,7.32,East,Rural,MTU-480
PM_002281,GEN_0231,2024-08-16,2024-08-23,2024-08-23,Quarterly Service,Completed,7,1,High,4.66,355.71,150.17,33.52,539.4,7.56,East,Rural,MTU-480
PM_002282,GEN_0231,2024-11-11,2024-11-13,2024-11-13,Quarterly Service,Completed,2,1,High,4.67,366.58,53.08,43.44,463.1,7.78,East,Rural,MTU-480
PM_002283,GEN_0231,2025-02-07,2025-02-03,2025-02-03,Oil & Filter,Completed,-4,1,High,6.35,406.52,195.18,36.14,637.84,8.01,East,Rural,MTU-480
PM_002284,GEN_0231,2025-05-02,2025-04-29,2025-04-29,Oil & Filter,Completed,-3,1,High,3.59,300.24,217.44,80.15,597.83,8.24,East,Rural,MTU-480
PM_002285,GEN_0231,2025-07-17,2025-07-21,2025-07-21,Routine Inspection,Completed,4,1,High,7.56,645.67,194.84,32.12,872.63,8.47,East,Rural,MTU-480
PM_002286,GEN_0231,2025-10-17,2025-10-20,2025-10-20,Oil & Filter,Completed,3,1,High,6.99,454.48,438.76,57.59,950.83,8.71,East,Rural,MTU-480
PM_002287,GEN_0232,2023-03-31,2023-03-26,2023-03-26,Routine Inspection,Completed,-5,1,Normal,4.92,271.46,181.12,67.96,520.54,5.87,South,Cold,GENX-550
PM_002288,GEN_0232,2023-06-14,2023-06-30,2023-06-30,Load Bank Test,Completed,16,0,Normal,1.83,124.58,293.25,34.82,452.65,6.13,South,Cold,GENX-550
PM_002289,GEN_0232,2023-10-10,2023-10-21,2023-10-21,Load Bank Test,Completed,11,0,Normal,5.04,469.18,29.61,47.26,546.05,6.44,South,Cold,GENX-550
PM_002290,GEN_0232,2024-01-31,2024-02-15,2024-02-15,Oil & Filter,Completed,15,0,Normal,6.0,515.02,344.91,11.05,870.98,6.76,South,Cold,GENX-550
PM_002291,GEN_0232,2024-05-21,2024-06-02,2024-06-02,Routine Inspection,Completed,12,0,Normal,5.33,443.14,238.15,0.0,681.29,7.06,South,Cold,GENX-550
PM_002292,GEN_0232,2024-09-03,2024-08-29,2024-08-29,Routine Inspection,Completed,-5,1,Normal,5.72,360.26,99.43,29.83,489.52,7.3,South,Cold,GENX-550
PM_002293,GEN_0232,2024-11-25,2024-11-26,2024-11-26,Routine Inspection,Completed,1,1,Normal,6.57,486.8,56.61,4.99,548.4,7.54,South,Cold,GENX-550
PM_002294,GEN_0232,2025-03-05,2025-02-28,2025-02-28,Quarterly Service,Completed,-5,1,Normal,4.33,313.76,256.12,7.45,577.33,7.8,South,Cold,GENX-550
PM_002295,GEN_0232,2025-06-03,2025-06-14,2025-06-14,Quarterly Service,Completed,11,0,Normal,6.05,532.74,210.22,38.85,781.81,8.09,South,Cold,GENX-550
PM_002296,GEN_0232,2025-09-10,2025-09-14,2025-09-14,Load Bank Test,Completed,4,1,Normal,3.55,217.51,126.76,29.94,374.21,8.34,South,Cold,GENX-550
PM_002297,GEN_0232,2025-12-07,2025-12-12,2025-12-12,Load Bank Test,Completed,5,1,Normal,6.22,415.59,162.46,52.09,630.14,8.58,South,Cold,GENX-550
PM_002298,GEN_0233,2023-06-23,2023-06-30,2023-06-30,Load Bank Test,Completed,7,1,Normal,3.19,292.15,138.01,14.89,445.05,7.15,East,Rural,KOH-400
PM_002299,GEN_0233,2024-01-05,2024-01-05,2024-01-05,Quarterly Service,Completed,0,1,Normal,6.86,613.91,164.6,1.16,779.67,7.67,East,Rural,KOH-400
PM_002300,GEN_0233,2024-07-06,2024-07-24,2024-07-24,Quarterly Service,Completed,18,0,Normal,9.13,638.98,170.99,31.01,840.98,8.22,East,Rural,KOH-400
PM_002301,GEN_0233,2025-01-16,2025-01-31,2025-01-31,Quarterly Service,Completed,15,0,Normal,4.16,384.88,100.99,39.94,525.81,8.74,East,Rural,KOH-400
PM_002302,GEN_0233,2025-07-18,2025-07-19,2025-07-19,Load Bank Test,Completed,1,1,Normal,6.16,352.61,232.56,51.65,636.82,9.2,East,Rural,KOH-400
PM_002303,GEN_0234,2023-02-03,2023-02-06,2023-02-06,Oil & Filter,Completed,3,1,Normal,6.16,433.34,191.54,54.01,678.89,0.1,North,Coastal,GENX-550
PM_002304,GEN_0234,2023-05-01,2023-05-01,2023-05-01,Routine Inspection,Completed,0,1,Normal,8.71,726.42,154.38,0.0,880.8,0.1,North,Coastal,GENX-550
PM_002305,GEN_0234,2023-08-01,2023-08-01,2023-08-01,Load Bank Test,Completed,0,1,Normal,5.41,412.89,29.01,66.67,508.57,0.1,North,Coastal,GENX-550
PM_002306,GEN_0234,2023-10-27,2023-10-24,2023-10-24,Routine Inspection,Completed,-3,1,Normal,4.64,287.33,72.54,39.07,398.94,0.1,North,Coastal,GENX-550
PM_002307,GEN_0234,2024-01-14,2024-01-18,2024-01-18,Oil & Filter,Completed,4,1,Normal,5.71,347.23,214.63,13.97,575.83,0.1,North,Coastal,GENX-550
PM_002308,GEN_0234,2024-04-28,2024-05-08,2024-05-08,Routine Inspection,Completed,10,0,Normal,3.96,262.61,171.57,43.44,477.62,0.1,North,Coastal,GENX-550
PM_002309,GEN_0234,2024-07-26,2024-07-21,2024-07-21,Oil & Filter,Completed,-5,1,Normal,6.84,590.97,25.0,36.89,652.86,0.1,North,Coastal,GENX-550
PM_002310,GEN_0234,2024-10-26,2024-10-31,2024-10-31,Routine Inspection,Completed,5,1,Normal,6.48,498.16,118.16,54.18,670.5,0.15,North,Coastal,GENX-550
PM_002311,GEN_0234,2025-02-10,2025-02-27,2025-02-27,Oil & Filter,Completed,17,0,Normal,3.75,279.93,180.97,47.68,508.58,0.47,North,Coastal,GENX-550
PM_002312,GEN_0234,2025-05-30,2025-06-02,2025-06-02,Oil & Filter,Completed,3,1,Normal,4.37,278.25,181.09,53.36,512.7,0.73,North,Coastal,GENX-550
PM_002313,GEN_0234,2025-08-28,2025-08-27,2025-08-27,Quarterly Service,Completed,-1,1,Normal,5.34,421.69,253.03,62.85,737.57,0.97,North,Coastal,GENX-550
PM_002314,GEN_0234,2025-11-28,2025-11-27,2025-11-27,Oil & Filter,Completed,-1,1,Normal,6.37,526.32,146.85,25.72,698.89,1.22,North,Coastal,GENX-550
PM_002315,GEN_0235,2023-03-17,2023-03-26,2023-03-26,Routine Inspection,Completed,9,0,Normal,7.17,588.21,155.42,35.47,779.1,6.12,East,Rural,CUM-500
PM_002316,GEN_0235,2023-07-01,2023-06-30,2023-06-30,Quarterly Service,Completed,-1,1,Normal,5.25,428.81,25.0,58.0,511.81,6.38,East,Rural,CUM-500
PM_002317,GEN_0235,2023-10-01,2023-10-08,2023-10-08,Oil & Filter,Completed,7,1,Normal,8.84,652.26,252.25,38.52,943.03,6.65,East,Rural,CUM-500
PM_002318,GEN_0235,2024-01-10,2024-01-05,2024-01-05,Routine Inspection,Completed,-5,1,Normal,3.75,281.0,25.0,41.79,347.79,6.9,East,Rural,CUM-500
PM_002319,GEN_0235,2024-04-09,2024-04-27,2024-04-27,Oil & Filter,Completed,18,0,Normal,4.73,419.2,179.15,25.46,623.81,7.21,East,Rural,CUM-500
PM_002320,GEN_0235,2024-07-26,2024-07-24,2024-07-24,Oil & Filter,Completed,-2,1,Normal,3.56,239.3,191.28,61.29,491.87,7.45,East,Rural,CUM-500
PM_002321,GEN_0235,2024-10-29,2024-10-24,2024-10-24,Routine Inspection,Completed,-5,1,Normal,6.66,457.65,130.11,83.9,671.66,7.7,East,Rural,CUM-500
PM_002322,GEN_0235,2025-01-31,2025-02-11,2025-02-11,Load Bank Test,Completed,11,0,Normal,7.61,516.59,265.77,34.67,817.03,8.0,East,Rural,CUM-500
PM_002323,GEN_0235,2025-05-02,2025-05-12,2025-05-12,Routine Inspection,Completed,10,0,Normal,2.58,177.68,172.68,46.2,396.56,8.25,East,Rural,CUM-500
PM_002324,GEN_0235,2025-08-06,2025-08-04,2025-08-04,Quarterly Service,Completed,-2,1,Normal,5.68,436.18,244.12,61.28,741.58,8.48,East,Rural,CUM-500
PM_002325,GEN_0235,2025-11-05,2025-11-02,2025-11-02,Quarterly Service,Completed,-3,1,Normal,5.36,356.47,267.79,49.26,673.52,8.72,East,Rural,CUM-500
PM_002326,GEN_0236,2023-02-04,2023-02-07,2023-02-07,Load Bank Test,Completed,3,1,Normal,3.75,248.03,173.09,8.07,429.19,2.97,West,Urban,CAT-450
PM_002327,GEN_0236,2023-05-05,2023-05-17,2023-05-17,Oil & Filter,Completed,12,0,Normal,5.14,382.43,25.0,28.24,435.67,3.24,West,Urban,CAT-450
PM_002328,GEN_0236,2023-08-26,2023-08-28,2023-08-28,Routine Inspection,Completed,2,1,Normal,5.45,345.03,372.91,61.64,779.58,3.53,West,Urban,CAT-450
PM_002329,GEN_0236,2023-11-30,2023-12-06,2023-12-06,Load Bank Test,Completed,6,1,Normal,3.94,359.59,155.36,4.99,519.94,3.8,West,Urban,CAT-450
PM_002330,GEN_0236,2024-02-24,2024-02-26,2024-02-26,Oil & Filter,Completed,2,1,Normal,5.77,420.96,130.3,52.19,603.45,4.02,West,Urban,CAT-450
PM_002331,GEN_0236,2024-05-30,2024-06-10,2024-06-10,Load Bank Test,Completed,11,0,Normal,5.37,336.9,164.95,45.8,547.65,4.31,West,Urban,CAT-450
PM_002332,GEN_0236,2024-09-12,2024-09-19,2024-09-19,Oil & Filter,Completed,7,1,Normal,1.5,100.54,197.2,61.66,359.4,4.59,West,Urban,CAT-450
PM_002333,GEN_0236,2024-12-15,2024-12-15,2024-12-15,Oil & Filter,Completed,0,1,Normal,6.81,623.11,33.21,62.49,718.81,4.83,West,Urban,CAT-450
PM_002334,GEN_0236,2025-03-07,2025-03-26,2025-03-26,Quarterly Service,Completed,19,0,Normal,4.23,264.54,92.49,2.74,359.77,5.1,West,Urban,CAT-450
PM_002335,GEN_0236,2025-07-06,2025-07-11,2025-07-11,Oil & Filter,Completed,5,1,Normal,5.97,367.44,90.26,37.07,494.77,5.4,West,Urban,CAT-450
PM_002336,GEN_0236,2025-09-30,2025-10-07,2025-10-07,Quarterly Service,Completed,7,1,Normal,5.61,435.97,127.4,3.01,566.38,5.64,West,Urban,CAT-450
PM_002337,GEN_0237,2023-04-12,2023-04-07,2023-04-07,Quarterly Service,Completed,-5,1,Normal,5.26,373.03,83.85,15.89,472.77,3.93,West,Cold,CAT-450
PM_002338,GEN_0237,2023-08-08,2023-08-15,2023-08-15,Routine Inspection,Completed,7,1,Normal,4.47,299.36,120.04,24.7,444.1,4.29,West,Cold,CAT-450
PM_002339,GEN_0237,2023-12-09,2024-01-02,2024-01-02,Load Bank Test,Completed,24,0,Normal,2.04,168.22,377.03,39.06,584.31,4.67,West,Cold,CAT-450
PM_002340,GEN_0237,2024-05-02,2024-05-16,2024-05-16,Quarterly Service,Completed,14,0,Normal,6.84,485.51,184.76,30.65,700.92,5.04,West,Cold,CAT-450
PM_002341,GEN_0237,2024-09-24,2024-10-05,2024-10-05,Load Bank Test,Completed,11,0,Normal,2.73,185.3,152.17,11.11,348.58,5.43,West,Cold,CAT-450
PM_002342,GEN_0237,2025-01-25,2025-02-05,2025-02-05,Load Bank Test,Completed,11,0,Normal,5.83,393.95,218.44,44.14,656.53,5.77,West,Cold,CAT-450
PM_002343,GEN_0237,2025-05-25,2025-06-04,2025-06-04,Routine Inspection,Completed,10,0,Normal,7.46,600.39,263.76,64.18,928.33,6.09,West,Cold,CAT-450
PM_002344,GEN_0237,2025-10-14,2025-10-09,2025-10-09,Oil & Filter,Completed,-5,1,Normal,4.3,236.54,104.88,80.31,421.73,6.44,West,Cold,CAT-450
PM_002345,GEN_0238,2023-03-09,2023-03-04,2023-03-04,Quarterly Service,Completed,-5,1,High,3.95,312.25,387.41,59.17,758.83,0.1,South,Urban,CAT-450
PM_002346,GEN_0238,2023-06-26,2023-06-23,2023-06-23,Quarterly Service,Completed,-3,1,High,4.76,373.95,272.42,33.25,679.62,0.1,South,Urban,CAT-450
PM_002347,GEN_0238,2023-10-15,2023-10-26,2023-10-26,Routine Inspection,Completed,11,0,High,2.23,155.82,30.04,24.3,210.16,0.24,South,Urban,CAT-450
PM_002348,GEN_0238,2024-02-25,2024-02-26,2024-02-26,Oil & Filter,Completed,1,1,High,6.61,402.47,254.23,0.0,656.7,0.58,South,Urban,CAT-450
PM_002349,GEN_0238,2024-06-16,2024-06-21,2024-06-21,Load Bank Test,Completed,5,1,High,6.55,503.53,26.01,60.28,589.82,0.9,South,Urban,CAT-450
PM_002350,GEN_0238,2024-10-23,2024-11-15,2024-11-15,Load Bank Test,Completed,23,0,High,5.67,494.1,127.91,51.13,673.14,1.3,South,Urban,CAT-450
PM_002351,GEN_0238,2025-03-16,2025-03-14,2025-03-14,Routine Inspection,Completed,-2,1,High,4.74,375.33,265.9,10.08,651.31,1.62,South,Urban,CAT-450
PM_002352,GEN_0238,2025-07-21,2025-07-16,2025-07-16,Load Bank Test,Completed,-5,1,High,8.12,450.6,127.96,35.26,613.82,1.96,South,Urban,CAT-450
PM_002353,GEN_0238,2025-11-24,2025-12-06,2025-12-06,Load Bank Test,Completed,12,0,High,7.65,511.03,173.56,38.41,723.0,2.35,South,Urban,CAT-450
PM_002354,GEN_0239,2023-03-03,2023-03-10,2023-03-10,Oil & Filter,Completed,7,1,Normal,6.72,599.93,113.95,36.97,750.85,7.13,Central,Hot-Dry,GENX-550
PM_002355,GEN_0239,2023-06-08,2023-06-06,2023-06-06,Oil & Filter,Completed,-2,1,Normal,2.75,202.2,212.05,37.32,451.57,7.37,Central,Hot-Dry,GENX-550
PM_002356,GEN_0239,2023-08-31,2023-08-29,2023-08-29,Quarterly Service,Completed,-2,1,Normal,5.45,360.08,131.17,16.08,507.33,7.6,Central,Hot-Dry,GENX-550
PM_002357,GEN_0239,2023-11-19,2023-12-01,2023-12-01,Quarterly Service,Completed,12,0,Normal,2.53,153.14,183.03,65.74,401.91,7.86,Central,Hot-Dry,GENX-550
PM_002358,GEN_0239,2024-03-02,2024-03-25,2024-03-25,Load Bank Test,Completed,23,0,Normal,2.83,194.58,227.7,27.58,449.86,8.17,Central,Hot-Dry,GENX-550
PM_002359,GEN_0239,2024-06-15,2024-06-24,2024-06-24,Load Bank Test,Completed,9,0,Normal,3.11,274.05,152.9,23.63,450.58,8.42,Central,Hot-Dry,GENX-550
PM_002360,GEN_0239,2024-10-04,2024-10-16,2024-10-16,Load Bank Test,Completed,12,0,Normal,5.22,490.18,301.77,17.63,809.58,8.73,Central,Hot-Dry,GENX-550
PM_002361,GEN_0239,2025-01-03,2025-01-09,2025-01-09,Routine Inspection,Completed,6,1,Normal,3.78,257.56,188.2,8.24,454.0,8.97,Central,Hot-Dry,GENX-550
PM_002362,GEN_0239,2025-04-14,2025-04-18,2025-04-18,Quarterly Service,Completed,4,1,Normal,5.43,348.82,131.13,39.6,519.55,9.24,Central,Hot-Dry,GENX-550
PM_002363,GEN_0239,2025-07-13,2025-07-26,2025-07-26,Oil & Filter,Completed,13,0,Normal,6.97,479.34,80.21,9.03,568.58,9.51,Central,Hot-Dry,GENX-550
PM_002364,GEN_0239,2025-11-04,2025-11-12,2025-11-12,Routine Inspection,Completed,8,0,Normal,4.86,293.39,25.0,51.45,369.84,9.81,Central,Hot-Dry,GENX-550
PM_002365,GEN_0240,2023-03-15,2023-03-24,2023-03-24,Routine Inspection,Completed,9,0,Normal,8.53,597.27,207.49,81.04,885.8,2.02,South,Coastal,GENX-550
PM_002366,GEN_0240,2023-06-22,2023-06-25,2023-06-25,Quarterly Service,Completed,3,1,Normal,7.11,509.57,243.54,0.0,753.11,2.28,South,Coastal,GENX-550
PM_002367,GEN_0240,2023-09-16,2023-09-25,2023-09-25,Oil & Filter,Completed,9,0,Normal,5.25,454.75,228.03,28.21,710.99,2.53,South,Coastal,GENX-550
PM_002368,GEN_0240,2023-12-23,2023-12-29,2023-12-29,Quarterly Service,Completed,6,1,Normal,5.44,433.38,71.8,43.54,548.72,2.79,South,Coastal,GENX-550
PM_002369,GEN_0240,2024-04-09,2024-04-27,2024-04-27,Quarterly Service,Completed,18,0,Normal,4.38,363.68,154.38,15.6,533.66,3.12,South,Coastal,GENX-550
PM_002370,GEN_0240,2024-07-14,2024-07-09,2024-07-09,Oil & Filter,Completed,-5,1,Normal,5.42,510.71,96.66,57.28,664.65,3.32,South,Coastal,GENX-550
PM_002371,GEN_0240,2024-10-19,2024-10-18,2024-10-18,Quarterly Service,Completed,-1,1,Normal,7.15,543.6,115.14,22.28,681.02,3.59,South,Coastal,GENX-550
PM_002372,GEN_0240,2025-01-06,2025-01-15,2025-01-15,Load Bank Test,Completed,9,0,Normal,5.23,414.25,208.06,57.09,679.4,3.84,South,Coastal,GENX-550
PM_002373,GEN_0240,2025-04-16,2025-04-25,2025-04-25,Quarterly Service,Completed,9,0,Normal,5.33,468.78,134.29,3.71,606.78,4.11,South,Coastal,GENX-550
PM_002374,GEN_0240,2025-07-18,2025-07-23,2025-07-23,Load Bank Test,Completed,5,1,Normal,7.64,585.7,169.64,34.86,790.2,4.35,South,Coastal,GENX-550
PM_002375,GEN_0240,2025-10-24,2025-10-31,2025-10-31,Load Bank Test,Completed,7,1,Normal,5.22,386.89,116.12,41.93,544.94,4.63,South,Coastal,GENX-550
PM_002376,GEN_0241,2023-03-19,2023-03-16,2023-03-16,Load Bank Test,Completed,-3,1,Normal,7.96,525.66,218.73,33.33,777.72,0.1,West,Hot-Dry,KOH-400
PM_002377,GEN_0241,2023-07-06,2023-07-15,2023-07-15,Routine Inspection,Completed,9,0,Normal,5.03,289.37,192.87,42.39,524.63,0.22,West,Hot-Dry,KOH-400
PM_002378,GEN_0241,2023-11-04,2023-11-06,2023-11-06,Oil & Filter,Completed,2,1,Normal,7.14,666.08,262.62,0.0,928.7,0.53,West,Hot-Dry,KOH-400
PM_002379,GEN_0241,2024-03-06,2024-03-01,2024-03-01,Quarterly Service,Completed,-5,1,Normal,3.44,266.07,211.08,50.44,527.59,0.85,West,Hot-Dry,KOH-400
PM_002380,GEN_0241,2024-06-21,2024-06-18,2024-06-18,Quarterly Service,Completed,-3,1,Normal,6.41,525.89,261.63,38.24,825.76,1.15,West,Hot-Dry,KOH-400
PM_002381,GEN_0241,2024-10-26,2024-10-21,2024-10-21,Oil & Filter,Completed,-5,1,Normal,4.99,459.01,167.94,62.01,688.96,1.49,West,Hot-Dry,KOH-400
PM_002382,GEN_0241,2025-02-10,2025-02-17,2025-02-17,Load Bank Test,Completed,7,1,Normal,7.01,390.34,209.0,31.91,631.25,1.82,West,Hot-Dry,KOH-400
PM_002383,GEN_0241,2025-06-21,2025-06-19,2025-06-19,Load Bank Test,Completed,-2,1,Normal,4.64,264.26,216.18,23.05,503.49,2.15,West,Hot-Dry,KOH-400
PM_002384,GEN_0241,2025-10-24,2025-10-27,2025-10-27,Load Bank Test,Completed,3,1,Normal,3.86,348.21,226.8,33.85,608.86,2.51,West,Hot-Dry,KOH-400
PM_002385,GEN_0242,2023-04-25,2023-05-18,2023-05-18,Oil & Filter,Completed,23,0,High,5.14,401.06,83.25,26.4,510.71,5.01,East,Cold,KOH-400
PM_002386,GEN_0242,2023-11-04,2023-11-07,2023-11-07,Load Bank Test,Completed,3,1,High,6.16,360.25,220.79,41.61,622.65,5.48,East,Cold,KOH-400
PM_002387,GEN_0242,2024-05-02,2024-05-08,2024-05-08,Load Bank Test,Completed,6,1,High,4.75,397.22,283.01,22.62,702.85,5.98,East,Cold,KOH-400
PM_002388,GEN_0242,2024-11-04,2024-11-02,2024-11-02,Load Bank Test,Completed,-2,1,High,4.21,300.24,141.26,65.54,507.04,6.47,East,Cold,KOH-400
PM_002389,GEN_0242,2025-04-28,2025-05-01,2025-05-01,Routine Inspection,Completed,3,1,High,6.28,357.39,228.5,21.17,607.06,6.97,East,Cold,KOH-400
PM_002390,GEN_0242,2025-11-09,2025-11-24,2025-11-24,Quarterly Service,Completed,15,0,High,5.84,349.02,279.75,29.96,658.73,7.53,East,Cold,KOH-400
PM_002391,GEN_0243,2023-03-10,2023-03-27,2023-03-27,Oil & Filter,Completed,17,0,Normal,6.7,377.61,106.5,0.0,484.11,1.65,South,Cold,CUM-500
PM_002392,GEN_0243,2023-06-19,2023-06-30,2023-06-30,Routine Inspection,Completed,11,0,Normal,2.93,247.36,58.24,36.06,341.66,1.91,South,Cold,CUM-500
PM_002393,GEN_0243,2023-09-19,2023-09-17,2023-09-17,Routine Inspection,Completed,-2,1,Normal,3.93,322.72,221.15,31.69,575.56,2.12,South,Cold,CUM-500
PM_002394,GEN_0243,2023-12-28,2024-01-18,2024-01-18,Quarterly Service,Completed,21,0,Normal,5.08,284.91,150.36,77.06,512.33,2.46,South,Cold,CUM-500
PM_002395,GEN_0243,2024-04-11,2024-04-12,2024-04-12,Routine Inspection,Completed,1,1,Normal,4.18,296.08,47.15,45.78,389.01,2.69,South,Cold,CUM-500
PM_002396,GEN_0243,2024-07-14,2024-07-17,2024-07-17,Quarterly Service,Completed,3,1,Normal,4.6,366.13,146.62,52.59,565.34,2.95,South,Cold,CUM-500
PM_002397,GEN_0243,2024-10-05,2024-09-30,2024-09-30,Routine Inspection,Completed,-5,1,Normal,3.91,270.95,224.33,38.47,533.75,3.16,South,Cold,CUM-500
PM_002398,GEN_0243,2025-01-01,2024-12-29,2024-12-29,Quarterly Service,Completed,-3,1,Normal,5.75,441.71,62.49,16.04,520.24,3.41,South,Cold,CUM-500
PM_002399,GEN_0243,2025-04-03,2025-04-14,2025-04-14,Load Bank Test,Completed,11,0,Normal,5.99,531.84,99.55,16.21,647.6,3.7,South,Cold,CUM-500
PM_002400,GEN_0243,2025-07-03,2025-06-28,2025-06-28,Quarterly Service,Completed,-5,1,Normal,4.3,283.15,333.12,14.04,630.31,3.9,South,Cold,CUM-500
PM_002401,GEN_0243,2025-09-14,2025-09-09,2025-09-09,Quarterly Service,Completed,-5,1,Normal,6.69,446.62,216.15,93.37,756.14,4.1,South,Cold,CUM-500
PM_002402,GEN_0243,2025-12-03,2025-11-29,2025-11-29,Load Bank Test,Completed,-4,1,Normal,5.18,345.88,49.45,0.0,395.33,4.32,South,Cold,CUM-500
PM_002403,GEN_0244,2023-02-11,2023-02-26,2023-02-26,Quarterly Service,Completed,15,0,Normal,4.17,378.17,26.89,14.99,420.05,2.15,West,Hot-Dry,CUM-500
PM_002404,GEN_0244,2023-05-30,2023-06-09,2023-06-09,Routine Inspection,Completed,10,0,Normal,4.34,378.39,66.51,38.64,483.54,2.43,West,Hot-Dry,CUM-500
PM_002405,GEN_0244,2023-09-13,2023-09-10,2023-09-10,Routine Inspection,Completed,-3,1,Normal,7.09,437.01,163.45,45.68,646.14,2.69,West,Hot-Dry,CUM-500
PM_002406,GEN_0244,2023-12-06,2023-12-13,2023-12-13,Load Bank Test,Completed,7,1,Normal,3.86,331.2,275.86,0.0,607.06,2.95,West,Hot-Dry,CUM-500
